year,route1,highpoint,route
2008,S Col-SE Ridge,8850,"BC(11/04,5400m),C1(20/04,6000m),C2(24/04,6400m),C3(13/05,7300m),C4(22/05,8000m),Smt(23/05)"
2008,S Col-SE Ridge,8850,"BC(01/05,5200m),C1(07/05,6000m),C2(08/05,6400m),C3(11/05,7300m),C4(23/05,8000m),Smt(25/05)"
2009,S Col-SE Ridge,8850,"Smt(21,23/05)"
2009,S Col-SE Ridge,8850,"BC(15/04,5350m),C1(26/04,5790m),C2(04/05,6706m),C3(06/05,7315m),C4(20/05,7900m),Smt(21/05)"
2009,S Col-SE Ridge,8850,"BC(03/04,5300m),C2(17/04,6400m),C3(19/05,7200m),C4(20/05,7950m),Smt(21/05)"
2009,S Col-SE Ridge,8850,"BC(30/04,5350m),C1(02/05,6100m),C2(06/05,6500m),C3(19/05,7100m),C4(20/05,7900m),Smt(21/05)"
2009,S Col-SE Ridge,8850,"BC(08/04,5350m),C1(13/04,5900m),C2(23/04,6500m),C3(18/05,7200m),C4(19/05,7900m),Smt(20/05)"
2009,S Col-SE Ridge,8850,"BC(17/04,5350m),C1(01/05,5900m),C2(04/05,6200m),C3(17/05,7100m),C4(18/05,7900m),Smt(19/05)"
2009,S Col-SE Ridge,8850,"BC(08/04,5400m),C1(19/04,5900m),C2(21/04,6400m),C3(04/05,7100m),C4(20/05,7900m),Smt(22/05)"
2009,S Col-SE Ridge,8850,"BC(07/04,5350m),C1(16/04,6000m),C2(24/04,6375m),C3(29/04,7150m),C4(18/05,7950m),Smt(19/05)"
2009,S Col-SE Ridge,8850,"BC.Ldr(01/04,5350m),BC.Mbrs(08/04,5350m),C1(14/04,6000m),C2(22/04,6400m),C3(16/05,7150m),C4(17/05,7950m),Smt(19,21/05)"
2009,S Col-SE Ridge,8850,"BC(05/04,5350m),C1(17/04,6000m),C2(21/04,6400m),C3(25/04,7200m),C4(20/05,7900m),Smt(21/05)"
2009,S Col-SE Ridge,8850,"BC(14/04,5350m),C1(20/04,5900m),C2(27/04,6400m),C3(13/05,7200m),C4(18/05,7900m),Smt(19/05)"
2009,S Col-SE Ridge,8850,"BC(18/04,5400m),C1(25/04,5900m),C2(27/04,6400m),C3(18/05,7200m),C4(19/05,7900m),Smt(20/05)"
2009,S Col-SE Ridge,8850,"BC(13/04),C1(21/04,5900m),C2(27/04,6450m),C3(17/05,7150m),C4(18/05,7400m),Smt(18/05)"
2009,S Col-SE Ridge,8850,"BC(14/04),C1(21/04,6050m),C2(25/04,6400m),C3(02/05,7200m),C4(19/05),Smt(20/05,7900m)"
2009,S Col-SE Ridge,8850,"BC(03/05,5200m),C2(05/05,6500m),C4(18/05,7950m),Smt(19/05)"
2009,S Col-SE Ridge,8850,"BC(12/04),C1(17/04,6100m),C2(18/04,6400m),C3(21/04,7100m),C4(18/05,7400m),Smt(20/05)"
2009,S Col-SE Ridge,8850,"BC(06/04),C1(15/04,6100m),C2(19/04,6400m),C3(29/04,7100m),C4(19/05,7900m),Smt(20/05)"
2009,S Col-SE Ridge,8850,"BC(10/04,5350m),C1(20/04,6100m),C2(04/04,6500m),C3(02/05,7350m),C4(18/05,7950m),Smt(19/05)"
2009,S Col-SE Ridge,8850,"BC(08/04,5334m),C1(16/04,6035m),C2(23/04,6400m),C3(30/04,7400m),C4(18/05,7900m),Smt(19/05)"
2009,S Col-SE Ridge,8850,"BC(12/04,5350m),C1(15/04,6000m),C2(19/04,6450m),C3(27/04,7200m),C4(19/05,7900m),Smt(20/05)"
2009,S Col-SE Ridge,8850,"BC(15,18/04,5350m),C1(19-20/04,6050m),C2(26/04,6400m),C3(28/04,7300m),C4(18-19/05,7900m),Smt(19-20/05)"
2009,S Col-SE Ridge,8850,"BC(09/04,5350m),C1(15/04,6000m),C2(23/04,6500m),C3(01/05,7240m),C4(17/05,7900m),Smt(19,23/05)"
2009,S Col-SE Ridge,8850,"BC(28/04,5300m),C1(02,03/05,5800m),C2(06/05,6300m),C3(18/05,7200m),C4(19/05,7950m),Smt(20/05)"
2009,S Col-SE Ridge,8850,"BC(07/04,5250m),C1(14/04,5950m),C2(20/04,6300m),C3(30/04,7150m),C4(18/05,7900m),Smt(19,21/05)"
2009,S Col-SE Ridge,8850,"BC(05/04),C1(12/04,6000m),C2(14/04,6500m),C3(25/04,7395m),C4(10/05,7900m),Smt(05/20-22)"
2009,S Col-SE Ridge,8850,"BC(05/05,5350m),C1(15/04,6100m),C2(17/04,6400m),C3(29/04,7400m),C4(19/05,7600m),Smt(20,22/05)"
2009,S Col-SE Ridge,8850,"BC(12/04,5350m),C1(20/04,6100m),C2(25/04,6400m),C3(03,16/05,7200m),C4(17/05,7900m),Smt(20/05)"
2009,S Col-SE Ridge,8850,"BC(11/04,5350m),C1(20/04,6000m),C2(22/04,6500m),C3(29/04,7300m),C4(18/05,7900m),Smt(19-20/05)"
2009,S Col-SE Ridge,8850,"BC(15/04,5400m),C1(20/04,6000m),C2(26/04,6400m),C3(02/05,7000m),C4(19/05,7900m),Smt(20-21/05)"
2009,S Col-SE Ridge,8850,"BC(15/04,5350m),C1(23/04,6035m),C2(25/04,6500m),C3(04/05,7300m),C4(21/05,7400m),Smt(23/05)"
2009,S Col-SE Ridge,8850,"BC(19/04),C1(28/04,6050m),C2(05/05,6400m),C3(19/05,7200m),C4(20/05,7900m),Smt(21/05)"
2009,S Col-SE Ridge,8850,"BC(13/04,5300m),C2(6400m),C4(18/05,7900m),Smt(19/05)"
2009,S Col-SE Ridge,8850,"BC(07/04,5700m),C1(29/04,6057m),C2(151/04,6493m),C3(02/05,7249m),C4(04/05,7000m),Smt(05/21-23)"
2009,S Col-SE Ridge,8850,"BC(14/04,5350m),C1(19/04,6000m),C2(24/04,6300m),C3(09/05,7200m),C4(19/05,7950m),Smt(21/05)"
2009,S Col-SE Ridge,8850,"BC(18/04,5400m),C2(25/04,6400m),C3(17/05,7200m),C4(18/05,9750m),Smt(19/05)"
2009,S Col-SE Ridge,8850,"BC(20/04,5120m),C1(28/04,6000m),C2(29/04,6400m),C3(17/05,7000m),C4(18/05,7920m),Smt(19/05)"
2009,S Col-SE Ridge,8850,"BC(30/03,5400m),C1(18/04,6200m),C2(26/04,6500m),C3(30/04,7225m),C4(17/05,7950m),Smt(19/05)"
2009,S Col-SE Ridge,8850,"C3(19/05,7200m),C4(20/05,7900m),Smt(21/05)"
2010,S Col-SE Ridge,8850,"Smt(17,22/05)"
2010,S Col-SE Ridge,8850,"BC(19/04,5300m),C1(20/04,5800m),C2(22/04,6500m),C3(14/05,7250m),C4(15/05,7900m),Smt(19/05)"
2010,S Col-SE Ridge,8850,"BC(10/04,5350m),C1(16/04,6100m),C2(23/04,6400m),C3(28/04,7100m),C4(16/05,8000m),Smt(17/05)"
2010,S Col-SE Ridge,8850,"BC(13/04,5360m),C1(19/04,6300m),C2(20/04,6450m),C3(4/05,7200m),C4(22/05,7900m),Smt(23/05)"
2010,S Col-SE Ridge,8850,"BC(08/04,5400m),C1(19/04,6100m),C2(20/04,6400m),C3(23/04,7200m),C4(15/05,7980m),Smt(17/05)"
2010,S Col-SE Ridge,8850,"BC(19/04,5350m),C2(01/05,6400m),C3(21/05,7100m),C4(22/05,8000m),Smt(23/05)"
2010,S Col-SE Ridge,8850,"BC(17/04,5350m),C1(22/04,6100m),C2(23/04,6500m),C3(28/04,7200m),C4(17/05,7900m),Smt(17/05)"
2010,S Col-SE Ridge,8850,"BC(11/04,5350m),C1(15/04,6100m),C2(22/04,6400m),C3(24/04,7100m),C4(16/05,8000m),Smt(17/05)"
2010,S Col-SE Ridge,8850,"BC(07/04,5350m),C2(17/04,6400m),C4(06/05,8000m),Smt(07/05)"
2010,S Col-SE Ridge,8850,"BC(24/04,5300m),C2(20/05,6600m),C4(21/05,8000m),Smt(22-23/05)"
2010,S Col-SE Ridge,8850,"BC(06/04,5350m),C2(14/04,6400m),C3(10/05,7100m),C4(22/05,8000m),Smt(23/05)"
2010,S Col-SE Ridge,8850,"BC(04/04,5350m),C1(16/04,5900m),C2(20/04,6500m),C3(22/04,7200m),C4(16/05,7950m),Smt(17/05)"
2010,S Col-SE Ridge,8850,"BC(23/04,5800m),C1(29/04,6100m),C2(04/05,6400m),C3(11/05,7100m),C4(22/05,7950m),Smt(23/05)"
2010,S Col-SE Ridge,8850,"BC(11/04,5350m),C1(18/04,6100m),C2(25/04,6500m),C3(21/05,7180m),C4(22/05,7900m),Smt(23/05)"
2010,S Col-SE Ridge,8850,"BC(14/04,5200m),C1(17/04,6100m),C2(26/04,6400m),C3(28/04,7200m),C4(15/05,7900m),Smt(17/05)"
2010,S Col-SE Ridge,8850,"BC(12/04,5350m),C1(23/04,6000m),C2(24/04,6400m),C3(28/04,7000m),C4(15/05,7900m),Smt(17/05)"
2010,S Col-SE Ridge,8850,"BC(23/04,5350m),C2(26/04,6400m),C4(22/05,8000m),Smt(23/05)"
2010,S Col-SE Ridge,8850,"BC(09/04,5350m),C1(16/04,6100m),C2(22/04,6400m),C3(22/05,7100m),C4(23/05,8000m),Smt(25/05)"
2010,S Col-SE Ridge,8850,"BC(05/04,5350m),C1(17/04,6100m),C2(21/04,6400m),C3(30/04,7100m),C4(21/05,8000m),Smt(22/05)"
2010,S Col-SE Ridge,8850,"BC(12/04,5300m),C1(20/04,6100m),C2(01/05,6450m),C3(03/05,7100m),C4(15/05,7950m),Smt(17/05)"
2010,S Col-SE Ridge,8850,"BC(14/04,5300m),C1(21/04,6000m),C2(27/04,6400m),C3(29/04,7300m),C4(15/05,7950m),Smt(17/05)"
2010,S Col-SE Ridge,8850,"BC(10/04,5350m),C1(25/04,6050m),C2(26/04,6500m),C3(14/05,7200m),C4(15/05,7900m),Smt(17/05)"
2010,S Col-SE Ridge,8850,"BC(09/04,5350m),C1(20/04,6100m),C2(21/04,6400m),C3(03/05,7200m),C4(22/05,8000m),Smt(23/05)"
2010,S Col-SE Ridge,8850,"BC(29/04),C1(05/05,6100m),C2(06/05,6700m),C3(20/05,7300m),C4(21/05,7900m),Smt(22/05)"
2010,S Col-SE Ridge,8850,"BC(10/04,5350m),C1(19/04,6100m),C2(21/04,6500m),C3(01/05,7300m),C4(21/05,7900m),Smt(22/05)"
2010,S Col-SE Ridge,8850,"BC(12/04,5350m),C1(19/04,6100m),C2(25/04,6400m),C3(07/05,7100m),C4(21/05,8000m),Smt(22/05)"
2010,S Col-SE Ridge,8850,"BC.Ldr(24/03,5350m),BC(08/04,5350m,C1(15/04,6000m),C2(16/04,6400m),C3(24/04,7150m),C4(22/05,7950m),Smt(23/05)"
2010,S Col-SE Ridge,8850,"BC(09/04,5350m),C1(14/04,6100m),C2(15/04,6500m),C3(26/04,7150m),C4(15/05,7950m),Smt(17/5)"
2010,S Col-SE Ridge,8850,"BC(21/04,5300m),C1(28/04,6100m),C2(29/04,6400m),C3(13/05,7200m),C4(14/05,7900m),Smt(17/05)"
2010,S Col-SE Ridge,8850,"BC(14/04,5300m),C1(20/04,6000m),C2(26/04,6400m),C3(15/05,7300m),C4(16/05,8000m),Smt(17/05)"
2010,S Col-SE Ridge,8850,"BC(10/04,5350m),C1(17/04,6100m),C2(22/04,6400m),C3(15/05,7100m),C4(16/05,8000m),Smt(17/05)"
2010,S Col-SE Ridge,8850,"BC(14/04,5350m),C1(20/04,6100m),C2(26/04,6400m),C3(28/04,7100m),C4(16/05,8000m),Smt(17,23/05)"
2010,S Col-SE Ridge,8850,"BC(29/04,5400m),C1(03/05,6100m),C2(04/05,6500m),C3(15/05,7300m),C4(16/05,7950m),Smt(23/05)"
2010,S Col-SE Ridge,8850,"BC(14/04,5350m),C1(17/04,6050m),C2(22/04,6350m),C3(15/05,7300m),C4(16/05,7950m),Smt(17/05)"
2010,S Col-SE Ridge,8850,"BC(08/04,5350m),C1(21/04,6000m),C2(21/04,6500m),C3(29/04,7300m),C4(15/05,7900m),Smt(17,23/05)"
2010,S Col-SE Ridge,8850,"BC(08/04,5350m),C1(21/04,6000m),C2(24/04,6400m),C3(15/05,7150m),C4(16/05,7950m),Smt(7,17,23/05)"
2010,S Col-SE Ridge,8850,"BC(19/04,5350m),C1(23/04,6100m),C2(25/04,6400m),C3(21/05,7100m),C4(22/05,8000m),Smt(23/05)"
2010,S Col-SE Ridge,8850,"BC(27/04,5300m),C1(08/05,6100m),C2(09/05,6400m),xxx(09/05,6400m),Smt(17/05)"
2010,S Col-SE Ridge,8850,"BC(07/04,5550m),C2(13/04,6350m),C3(26/04,7250m),C4(15/05,7900m),Smt(22/05)"
2010,S Col-SE Ridge,8850,"BC(14/04,5300m),C2(10/04,6300m),C3(20/05,7100m),C4(21/05,7900m),Smt(23/05)"
2010,S Col-SE Ridge,8850,"BC(14/04,5350m),C1(19/04,5800m),C2(21/04,6700m),C3(30/04,7300m),C4.Shrpas(04/05,7900m),C4.Mbrs(12/05,7900m),Smt(05,24/05)"
2010,S Col-SE Ridge,8850,"BC(09/04,5250m),C1(29/04,6057m),C2(29/04,6453m),C3(03/05,7249m),C4(04/05,7900m),Smt(05,22/05)"
2010,S Col-SE Ridge,8850,"BC(11/04,5350m),C1(20/04,5950m),C2(22/04,6500m),C3(03/05,7300m),C4(22/05,7900m),Smt(05,23-24/05)"
2010,S Col-SE Ridge,8850,"BC(07/04,5426m),C1(14/04,6035m),C2(22/04,6492m),C3(30/04,7315m),C4(23/05,7950m),Smt(25/05)"
2010,S Col-SE Ridge,8850,"BC(12/09,5350m),C1(18/09,6070m),C2(27/09,6450m),C3(29/09,7140m),C4(14/10,7900m),Smt(15/10)"
2011,S Col-SE Ridge,8850,"Smt(06-07,11,13,19-20/05)"
2011,S Col-SE Ridge,8850,"BC(19/04,5350m),C2(24/04,6400m),C3(04/05,7200m),C4(05/05,7900m),Smt(06/05)"
2011,S Col-SE Ridge,8850,"BC(28/04,5350m),C1(03/05,6000m),C2(04/05,6300m),C3(24/05,7000m),C4(25/05,7900m),Smt(26/05)"
2011,S Col-SE Ridge,8850,"BC(22/04,5350m),C2(28/04,6400m),C3(07/05,7300m),C4(20/05,8000m),Smt(21/05)"
2011,S Col-SE Ridge,8850,"BC(14/04,5350m),C1(17/04,5800m),C2(23/04,6400m),C4(07/05,7990m),Smt(09/05)"
2011,S Col-SE Ridge,8850,"BC(13/04,5350m),C1(21/04,5900m),C2(23/04,6400m),C3(04/05,7300m),C4(25/05,8000m),Smt(27/05)"
2011,S Col-SE Ridge,8850,"BC(07/04,5345m),C1(23/04,6055m),C2(24/04,6500m),C3(03/05,7200m),C3(18/05,8000m),Smt(19/05)"
2011,S Col-SE Ridge,8850,"BC(16/04,5350m),C1(21/04,6100m),C2(28/04,6500m),C3(01/05,7200m),C4(11/05,7900m),Smt(12/05)"
2011,S Col-SE Ridge,8850,"BC(09/04,5350m),C1(18/04,6000m),C2(19/04,7250m),C3(10/05,7250m),C4(11/05,7950m),Smt(12/05)"
2011,S Col-SE Ridge,8850,"BC(09/04,5300m),C1(23/04,6060m),C2(27/04,6442m),C3(13/05,7109m),C4(19/05,7900m),Smt(20/05)"
2011,S Col-SE Ridge,8850,"BC(02/05,5400m),C1(06/05,6000m),C2(07/05,6600m),C3(17/05,7500m),C4(18/05,8000m),Smt(19/05)"
2011,S Col-SE Ridge,8850,"BC(11/04,5350m),C2(18/04,6300m),C4(11/05,7950m),Smt(12/05)"
2011,S Col-SE Ridge,8850,"BC(06/04,5350m),C1(21/04,6065m),C2(29/04,6400m),C4(20/05,7900m),Smt(21/05)"
2011,S Col-SE Ridge,8850,"BC(10/04,5300m),C1(18/04,6100m),C2(22/04,6300m),C3(11/05,7300m),C4(12/05,7400m),Smt(13/05)"
2011,S Col-SE Ridge,8850,"BC(08/04,5250m),C1(19/04,6100m),C2(24/04,6400m),C3(03/05,7200m),C4(15/05,7900m),Smt(16,25/05)"
2011,S Col-SE Ridge,8850,"BC(08/04,5350m),C1(17/04,6050m),C2(23/04,6300m),C3(28/04,7100m),C4(11/05,7900m),Smt(12/05)"
2011,S Col-SE Ridge,8850,"BC(16/04,5400m),C1(22/04,6100m),C2(24/04,6400m),C3(10/05,7300m),C4(11/05,7900m),Smt(12,19/05)"
2011,S Col-SE Ridge,8850,"BC(16/04,5300m),C1(22/04,6100m),C2(24/04,6400m),C3(07/05,7300m),C4(11/05,7900m),Smt(12,21/05)"
2011,S Col-SE Ridge,8850,"BC(15,19/04,5200m),C1(28/04,6100m),C2(19/04,6400m),C3(02/05,7300m),C4(19/05,7900m),Smt(05,20/05)"
2011,S Col-SE Ridge,8850,"BC(14/04,5350m),C1(21/04,6000m),C2(23/04,6400m),C3(17/05,7400m),C4(18/05,7900m),Smt(20/05)"
2011,S Col-SE Ridge,8850,"BC(11/04,5350m),C1(20/04,5900m),C2(22/04,6550m),C3(01/05,7300m),C4(12/05),Smt(05,13-14,21/05)"
2011,S Col-SE Ridge,8850,"BC(12/04,5350m),C1(30/04,6100m),C2(01/05,6400m),C3(03/05,7200m),C4(19/05,7900m),Smt(20/05)"
2011,S Col-SE Ridge,8850,"BC(08/04,5845m),C1(19/04,6000m),C2(25/04,6400m),C3(10/05,7100m),C4(11/05,7900m),Smt(13/05)"
2011,S Col-SE Ridge,8850,"BC(12/04,5350m),C1(28/04,6100m),C2(30/04,6400m),C3(19/05,7130m),C4(20/05,7900m),Smt(20-21/05)"
2011,S Col-SE Ridge,8850,"BC(14/04,5350m),C1(20/04,5900m),C2(22/04,6400m),C3(29/04,7300m),C4(13/05,8000m),Smt(14,19/05)"
2011,S Col-SE Ridge,8850,"BC(09/04,5350m),C1(17/04,6100m),C2(19/04,6500m),C3(29/04,7250m),C4(10/05,7900m),Smt(05,11,13,19/05)"
2011,S Col-SE Ridge,8850,"BC(24/04,5300m),C2(07/05,6450m),C4(17/05,7900m),Smt(18/05)"
2011,S Col-SE Ridge,8850,"BC(12/04,5400m),C1(16-17/04,6100m),C2(20/04,6500m),C3(07/05,7300m),C4(19/05,7950m),Smt(20/05)"
2011,S Col-SE Ridge,8850,"BC(03/04,5334m),C1(18/04,5944m),C2(19/04,6492m),C3(28/04,7200m),C4(12/05,8016m),Smt(13/05)"
2011,S Col-SE Ridge,8850,"BC(16/04,5400m),C1(24/04,6100m),C2(25/04,6400m),C3(26/04,7060m),C4(17/05,7900m),Smt(18/05)"
2011,S Col-SE Ridge,8850,"BC(21/04,5364m),C1(23/04,6065m),C2(28/04,6400m),C3(05/05,7010m),C4(15/05,7924m),Smt(15/05)"
2011,S Col-SE Ridge,8850,"BC(23/04,5350m),C1(27/04,6000m),C2(29/04,6300m),C3(12/05,7100m),C4(18/05,7950m),Smt(20/05)"
2011,S Col-SE Ridge,8850,"BC(11/04,5350m),C1(23/04,5900m),C2(24/04,6400m),C3(02/05,7200m),C4(15/05,8023m),Smt(16/05)"
2011,S Col-SE Ridge,8850,"BC(19/04,5300m),C1(23/04,6000m),C2(26/04,6500m),C3(17/05,7300m),C4(18/05,7950m),Smt(19/05)"
2011,S Col-SE Ridge,8850,"BC(08/04,5300m),C1(15/04,6100m),C2(24/04,6400m),C3(27/04,7200m),C4(19/05,7950m),Smt(20/05)"
2011,S Col-SE Ridge,8850,"BC(19/04,5300m),C1(01/05,6100m),C2(02/05,6400m),C3(16/05,7200m),C4(17/05,7900m),Smt(18/05)"
2011,S Col-SE Ridge,8850,Smt(20/05)
2011,S Col-SE Ridge,8850,"BC(12/04,5300m),C1(24/04,6000m),C2(30/04,6600m),C3(02/05,7200m),C4(20/05,8000m),Smt(21/05)"
2011,S Col-SE Ridge,8850,"BC(13/04,5400m),C1(29/04,6000m),C2(01/05,6400m),C3(09/05,7000m),C4(7950m),Smt(18/05)"
2011,S Col-SE Ridge,8850,"BC(24/04,5400m),C1(06/05,6100m),C2(07/05,6300m),C3(19/05,6800m),C4(20/05,7950m),Smt(21,25/05)"
2011,S Col-SE Ridge,8850,"BC(09/04,5300m),C1(12/04,6000m),C2(18/04,6400m),C3(23/04,7200m),C4(11/05,8000m),Smt(13/05)"
2011,S Col-SE Ridge,8850,"BC(29/04,5400m),C2(18/05,6500m),C3(19/05,7200m),C4(20/05,7900m),Smt(21/05)"
2011,S Col-SE Ridge,8850,"BC(03/05,5400m),C1(06/05,6000m),C2(07/05,6600m),C3(17/05,7500m),C4(18/05,8000m),Smt(19/05)"
2011,S Col-SE Ridge,8850,"BC(04/05,5335m),C1,C2,C3,C4,Smt(19/05)"
2012,S Col-SE Ridge,8850,"Smt(19,26/05)"
2012,S Col-SE Ridge,8850,"BC(17/04,5370m),C1(29/04,5900m),C2(30/04,6500m),C3(24/05,7200m),C4(25/05,8000m),Smt(26/05)"
2012,S Col-SE Ridge,8850,"BC(07/04,5350m),C1(19/04,6000m),C2(20/04,6500m),C3(28/04,7200m),C4(18/05,8000m),Smt(19/05)"
2012,S Col-SE Ridge,8850,"BC(01/05,5350m),C2(03/05,6400m),C3(09/05,7200m),C4(10/05,8000m),Smt(18/05)"
2012,S Col-SE Ridge,8850,"BC(14/04,5350m),C1(24/04,6000m),C2(25/04,6400m),C4(18/05,8000m),Smt(19/05)"
2012,S Col-SE Ridge,8850,"BC(19/04,5350m),C1(27/04,6100m),C2(28/04,6400m),C3(17/05,7100m),C4(18/05,7950m),Smt(19/05)"
2012,S Col-SE Ridge,8850,"BC(12/04,5350m),C1(24/04,6100m),C2(25/04,6450m),C3(17/05,7080m),C4(18/05,7950m),Smt(19/05)"
2012,S Col-SE Ridge,8850,"BC(11/04,5350m),C1(17/04,6100m),C2(22/04,6400m),C3(17/05,7100m),C4(18/05,8000m),Smt(19/05)"
2012,S Col-SE Ridge,8850,"BC(15/04,5350m),C1(24/04,6000m),C2(26/04,6500m),C3(23/05,7300m),C4(24/05,8000m),Smt(25/05)"
2012,S Col-SE Ridge,8850,"BC(19/04,5350m),C2(25/04,6500m),C3(10/05,7200m),C4(18/05,8000m),Smt(19/05)"
2012,S Col-SE Ridge,8850,"BC(01/05,5350m),C2(11/05,6300m),C3(14/05,7300m),C4(25/05,8000m),Smt(26/05)"
2012,S Col-SE Ridge,8850,"BC(07/04,5350m),C1(20/04,6000m),C2(24/04,6400m),C3(05/05,7100m),C4(24/05,8000m),Smt(25/05)"
2012,S Col-SE Ridge,8850,"BC(08/04,5350m),C1(19/04,6000m),C2(02/05,6500m),C3(04/05,7400m),C4(18/05,8000m),Smt(19/05)"
2012,S Col-SE Ridge,8850,"BC(06/04,5350m),C1(21/04,6000m),C2(28/04,6400m),C3(01/05,7300m),C4(24/05,8000m),Smt(25/05)"
2012,S Col-SE Ridge,8850,"BC(16/04,5350m),C1(22/04,6000m),C2(24/04,6500m),C3(23/05,7000m),C4(24/05,8000m),Smt(26/05)"
2012,S Col-SE Ridge,8850,"BC(11/04,5350m),C1(21/04,6000m),C2(26/04,6300m),C3(22/05,7000m),C4(23/05,8000m),Smt(25/05)"
2012,S Col-SE Ridge,8850,"BC(07/04,5400m),C1(12/04,6000m),C2(15/04,6400m),C3(30/04,7300m),C4(17/05,8000m),Smt(19/05)"
2012,S Col-SE Ridge,8850,"BC(12/04,5350m),C1(19/04,5791m),C2(29/04,6492m),C3(23/05,7285m),C4(24/05,7900m),Smt(26/05)"
2012,S Col-SE Ridge,8850,"BC(15/04,5350m),C1(22/04,6000m),C2(24/04,6500m),C3(23/05,7300m),C4(24/05,8000m),Smt(25/05)"
2012,S Col-SE Ridge,8850,"BC(11/04,5300m),C1(19/04,6100m),C2(20/04,6400m),C3(30/04,7100m),C4(18/05,7950m),Smt(19/05)"
2012,S Col-SE Ridge,8850,"BC(08/04,5400m),C1(17/04,6100m),C2(22/04,6400m),C3(23/04,7200m),C4(18/05,8000m),Smt(19/05)"
2012,S Col-SE Ridge,8850,"BC(09/04,5250m),C1(19/04,6065m),C2(22/04,6500m),C3(17/05,7300m),C4(18/05,7900m),Smt(18-19,26/05) (see route notes for additional details)"
2012,S Col-SE Ridge,8850,"BC(26/04,5350m),C1(02/05,6000m),C2(03/05,6250m),C3(17/05,7300m),C4(18/05,8000m),Smt(25/05)"
2012,S Col-SE Ridge,8850,"BC(16/04,5350m),C1(24/11,6000m),C2(24/11,6400m),C3(17/05,7300m),C4(18/05,8000m),Smt(18-19/05)"
2012,S Col-SE Ridge,8850,"BC(07/04,5350m),C1(19/04,6000m),C2(27/04,6300m),C3(29/04,7400m),C4(18/05),Smt(19/05)"
2012,S Col-SE Ridge,8850,"BC(03/04,5350m),C1(12/04,6100m),C2(26/04,6500m),C3(15/05,7300m),C4(17/05,7900m),Smt(18/05)"
2012,S Col-SE Ridge,8850,"BC(14/04,5300m),C1(19/04,6000m),C2(23/04,6500m),C3(17/05,7100m),C4(18/05,7900m),Smt(19/05)"
2012,S Col-SE Ridge,8850,"BC(05/04,5300m),C1(09/04,6100m),C2(18/04,6400m),C3(28/04,7200m),C4(17/05,7900m),Smt(18/05)"
2012,S Col-SE Ridge,8850,"BC(11/04,5350m),C2(15/04,6400m),C3(19/04,7050m),C4(18/05,8000m),Smt(19/05)"
2012,S Col-SE Ridge,8850,"BC(16/04,5350m),C1(21/04,6100m),C2(27/04,6700m),C3(30/04,7200m),C4(19/05,7900m),Smt(18,25-26/05)"
2012,S Col-SE Ridge,8850,"BC(13/04,5350m),C1(16/04,6100m),C2(24/04,6500m),C3(28/04,7200m),C4(18/05,8000m),Smt(19/05)"
2012,S Col-SE Ridge,8850,"BC(09/04,5350m),C1(19/04,6000m),C2(20/04,6400m),C3(04/05,7300m),C4(18/05,8000m),Smt(19/05)"
2012,S Col-SE Ridge,8850,"BC(18/04,5334m),C1(25/04,5791m),C2(26/04,6400m),C3(24/05,7010m),C4(25/05,7925m),Smt(26/05)"
2012,S Col-SE Ridge,8850,"BC(01/04,5250m),C1(04/04,6100m),C2(16/04,6400m),C3(13/05,7150m),C4(24/05,7800m),Smt(18,25-26/05)"
2012,S Col-SE Ridge,8850,"BC(10/04,5250m),C1(19/04,6100m),C2(24/04,6550m),C3(02/05,7250m),C4(18/05,7800m),Smt(19/05)"
2012,S Col-SE Ridge,8850,"BC(19/04,5250m),C2(25/04,6400m),C3(27/04,7100m),C4(27/04,7900m),Smt(19/05)"
2012,S Col-SE Ridge,8850,"BC(28/03,5350m),C1(15/04,6000m),C2(18/04,6400m),C3(20/04,7300m),C4(18/05,8000m),Smt(19/05)"
2012,S Col-SE Ridge,8850,"BC(17/04,5300m),C1(224/04,6030m),C2(29/04,6400m),C3(04/05,7100m),C4(19/05,7900m),Smt(26/05)"
2012,S Col-SE Ridge,8850,"BC(08/04,5350m),C1(17/04,5900m),C2(26/04,6400m),C3(17/05,7100m),C4(18/05,7900m),Smt(18-19,25/05)"
2012,S Col-SE Ridge,8850,"BC(13/04,5500m),C1(20/04,6000m),C2(22/04,6500m),C3(17/05,7300m),C4(18/05,7900m),Smt(18,20/05)"
2012,S Col-SE Ridge,8850,"BC(09/04,5300m),C1(18/04,6100m),C2(20/04,6450m),C3(17/04,7300m),C4(18/04,7900m),Smt(19,25/05)"
2012,S Col-SE Ridge,8850,"BC,C1,C2(07/05,6450m),C3,C4,Smt(19/05)"
2012,S Col-SE Ridge,8850,"BC(15/04,5300m),C1(26/04,5900m),C2(27/04,6200m),C3(16/05,7300m),C4(17/05,7900m),Smt(19/05)"
2012,S Col-SE Ridge,8850,"BC(15/04,5300m),C1(26/04,5900m),C2(27/04,6200m),C3(16/05,7300m),C4(17/05,7900m),Smt(19/05)"
2012,S Col-SE Ridge,8850,"BC(06/04,5330m),C1(14/04,6100m),C2(15/04,6550m),C3(01/05,7160m),C4(18/05,7950m),Smt(19/05)"
2012,S Col-SE Ridge,8850,"BC(06/04,5330m),C1(6100m),C2(19/04,6500m),C3(7100m),C4(18/05,7950m),Smt(19/05)"
2012,S Col-SE Ridge,8850,"BC,C1,C2,C3,C4,Smt(25/05)"
